datetime,XRP/USD,cash,commission,total,returns,equity_curve,drawdown
2018-01-01 08:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 08:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 09:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 10:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 11:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 12:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 13:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 14:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 15:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 16:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 17:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 18:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 19:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 20:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 21:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 22:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-01 23:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 00:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:35:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:40:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:45:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:50:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 01:55:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:00:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:05:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:10:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:15:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:20:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:25:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:30:00,0.0,50.0,0.0,50.0,0.0,1.0,0.0
2018-01-02 02:35:00,49.72492682257233,0.000800000000005241,0.1992,49.725726822572334,-0.005485463548553282,0.9945145364514467,0.005485463548553282
2018-01-02 02:40:00,50.24910171303961,0.000800000000005241,0.1992,50.24990171303961,0.010541321846085916,1.0049980342607923,0.0
2018-01-02 02:45:00,50.00430610072591,0.000800000000005241,0.1992,50.00510610072592,-0.004871564002485784,1.0001021220145183,0.004895912246273948
2018-01-02 02:50:00,49.77935810351251,0.000800000000005241,0.1992,49.78015810351251,-0.004498500548329787,0.9956031620702502,0.009394872190542025
2018-01-02 02:55:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.003999935717359682,0.9995855107185313,0.005412523542260961
2018-01-02 03:00:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
2018-01-02 03:05:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
2018-01-02 03:10:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
2018-01-02 03:15:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
2018-01-02 03:20:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
2018-01-02 03:25:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
2018-01-02 03:30:00,0.0,49.97927553592656,8.256758594996083e-05,49.97927553592656,0.0,0.9995855107185313,0.005412523542260961
